asymmetry,method,metric,count,mean,median,std,ci95_low,ci95_high,p05,p25,p75,p95,max,min
1.5,exact_efim,dense_psl_db,8,-10.39674985875498,-10.375045451927475,0.2872036407274454,-10.636858111171348,-10.156641606338612,-10.781629611512894,-10.580208115966336,-10.208957664058058,-10.051154968220297,-10.050313808231738,-10.850877739793873
1.5,exact_efim,independently_evaluated_unknown_fim,8,2.3424244098492344e+18,2.3424244107356426e+18,8957199440.716011,2.3424244023608284e+18,2.3424244173376404e+18,2.342424396860839e+18,2.342424409584498e+18,2.3424244124552095e+18,2.3424244193664804e+18,2.342424422213821e+18,2.3424243902722304e+18
1.5,exact_efim,physical_sensing_feasibility_rate,8,1.0,,,1.0,1.0,,,,,,
1.5,exact_efim,false_sensing_feasibility_rate,8,0.0,,,0.0,0.0,,,,,,
2.0,uniform,fim_mismatch_percent,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,uniform,centroid_magnitude_hz,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,uniform,rate_spectral_efficiency,8,303.8253354817502,299.01466025279797,13.649857241824774,292.41376925032586,315.2369017131745,287.9750381034594,296.48432732998765,314.23350376063195,322.90781838765423,325.27884908815344,284.9957308849232
2.0,uniform,ee_mbit_per_j,8,1.3575174564078196,1.336022950065693,0.06098872384645109,1.3065296072886896,1.4085053055269496,1.2866969787601377,1.3247172072190936,1.4040220380794195,1.4427796140724976,1.4533735810321748,1.273385180549657
2.0,uniform,dense_psl_db,8,-13.256466474732292,-13.256466474732292,0.0,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292,-13.256466474732292
2.0,uniform,independently_evaluated_unknown_fim,8,2.0255998281153943e+18,2.0255998281153943e+18,0.0,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18,2.0255998281153943e+18
2.0,uniform,physical_sensing_feasibility_rate,8,0.0,,,0.0,0.0,,,,,,
2.0,uniform,false_sensing_feasibility_rate,8,0.0,,,0.0,0.0,,,,,,
